name,short_url,address,road_address,mapx,mapy,insta_crawl,diora_info,hashtags,point_1,point_2,point_3,subway
오드커피숍,https://naver.me/GlJHapPe,서울특별시 광진구 자양동 223-27 1층 101호,서울특별시 광진구 아차산로40길 27 1층 101호,1270782971,375364055,"건대 쪽에서 카페갈 때 강력 추천하게 될 것 같은 곳이에요. 로컬분들이 많이 오시는 이유가 있네요. 작은 공간이지만 편안하고 따뜻함이 묻어나는 곳입니다.

사장님도 정말 친절하신 분이라는 게 느껴져요. 소품 하나하나 알차게 꾸며놓으신 것 같아요. 레트로하면서도 자유분방한 힙한 분위기입니다.

#오드토스트

바삭하게 구운 토스트 위에 코코아 같은 부드러운 초코크림을 올리고, 소금을 살짝 더해 단짠이에요. 달달향긋한 바닐라 아이스크림이랑 시원하게 잘 어울리고, 로투스 같은 맛의 크럼블도 매력입니다.

#브루잉

브루잉은 온두라스 누베스 아술레스 파라이네마 워시드를 마셨는데, 리치하고 실키한 맛이 좋았어요.

워시드라서 엄청 무겁진 않았지만, 그래도 굳이 추천하자면 오드 토스트와는 좀 더 라이트하게 즐길 수 있는 에티오피아 원두들이 더 잘 어울릴 것 같긴 해요.","건대에서 꼭 가봐야 할 힙하고 레트로한 감성 카페! 달콤짭짤한 오드 토스트와 풍미 깊은 브루잉 커피가 매력적이며, 소박하지만 따뜻함이 가득한 공간.",#아담함 #편안함 #따뜻함 #힙한레트로 #브루잉커피 #로컬,1.아담하고 따뜻해서 편안한 공간이에요.,2. 레트로하면서도 자유분방하고 힙한 분위기입니다.,3. 친절하신 사장님과 손님들이 함께 만들어나가는 카페입니다.,*구의역
필리커피,https://naver.me/xoHH9Mk4,"서울특별시 마포구 망원동 517 101동 1-021, 022호","서울특별시 마포구 월드컵로25길 26 101동 1-021, 022호",1269058726,375581922,"망원에 있는 엘에이 바이브의 카페, 필리커피예요. 우드톤과 햇살로 따뜻함이 느껴지고, 외부 좌석들까지 있어 더 이국적이에요. 제가 본 강아지 중에 최고로 귀여운 포포 사장님도 가끔 나오십니다.

#피스타치오무화과푸딩

부드러운 고소함의 피스타치오 푸딩에 달달한 무화과 가득 들어 맛있는 푸딩이에요.

피스타치오맛이 엄청 진하기보단 닐라웨이퍼 달달한 맛이 느껴지는 부드러운 피스타치오 푸딩이었어요. 피쵸 덕후입장에선 살짝 아숩긴 했지만, 부드러운 맛이 무화과랑은 잘 어울리는 것 같아요.","망원에서 만나는 따뜻한 엘에이 바이브 카페, 필리커피! 달콤하고 부드러운 피스타치오 무화과 푸딩과 귀여운 포포 사장님 덕분에 힐링 가득한 시간.",#따뜻함 #햇살 #피스타치오푸딩 #힐링카페 #엘에이바이브,1. 엘에이가 떠오르는 분위기에 외부 좌석까지 있어 이국적이에요.,2. 따뜻한 우드톤에 햇살이 들어올 때 더 예쁜 공간이에요.,3. 겁 많지만 귀여운 강아지 포포도 가끔 매장을 지킨답니다.,망원역
필담,https://naver.me/5JpQhcwL,서울특별시 마포구 망원동 384-45,서울특별시 마포구 동교로 55,1269083810,375533287,"연속체 시절부터 와보고 싶었던 곳인데, 필담일 때 와보게 되었네요. 제가 좋아하는 짙은 농도의 감각적인 공간입니다.

조도가 낮아 차분한 느낌을 주고, 책장을 가득 메운 책들과 창가로 보이는 초록뷰는 여름을 떠올리게 해요.

조용조용한 분위기 속에, 망원에서 힐링할 수 있는 힐링 스팟이라고 하겠습니다.","망원의 차분하고 감각적인 힐링 스팟, 필담. 낮은 조도와 초록뷰, 책장 가득한 분위기가 여름의 편안함을 떠올리게 하는 공간.",#낮은조도 #차분함 #책 #감각적 #힐링 #커피맛집,1. 아이유의 밤편지가 떠오르는 차분하고 감성적인 공간이에요.,2. 조용하고 조도가 낮아 저녁에 가면 좋은 곳입니다.,"3. 책장을 가득 메운 책들과 창가로 보이는 초록뷰로, 독서나 혼카페하기 좋아요.",망원역
지엠엘,https://naver.me/Fy2YhIGq,서울특별시 용산구 한남동 729-15 3층,서울특별시 용산구 한남대로27가길 22 3층,1270028012,375377645,"원두 편집샵이라는 컨셉을 가장 잘 풀고 있는 곳이라고 생각되는, 한남동의 gml이에요.

여기엔 편집샵이 즐비해있는 한남동이라는 배경도 큰 몫을 한 것 같지만, 여러 컨셉적인 부분들과 디테일한 부분들에서의 차이가 성공적인 원두 편집샵의 등장을 만들어낸 것 같아요.

#커피그라니따

매니저님이 밀크브루로 맛보게 해주셨던 코코봉고 원두로 만든 그라니따예요.

사실 멜론도는 밀크브루로 먹기는 아깝고 깔끔한 핸드드립으로 즐기는 게 좋다고 생각했던 원두인 반면, 코코봉고는 부드러운 코코넛 느낌이 있어서 밀크브루가 더 잘 어울린다고 생각했었거든요.

근데 이걸로 그라니따를 만드셨으니, 아주 딱 어울립니다. 커피 얼음은 사각하면서, 속에는 밀크쉐이크처럼 아마 밀크브루를 얼리신 게 아닐까 싶은데, 2중인 것도 유니크해요.

gml 크림은 처음 먹어보는데 크림도 정말 맛있네요. 커피맛집 = 크림맛집이란 공식은 오늘도 깨지지 않습니다. 달콤하면서 촉촉하고 부드러운 아인슈페너용 크림 같아요.

#망고치즈케이크 (다쿠아즈)

코코넛다쿠아즈가 참 매력적이에요. 코코넛채처럼 씹히는 질감이 있고, 부드러운 치즈크림에, 망고는 생망고 느낌보다는 망고칩을 불린(?) 것 같은 맛인데 아마 조금 달달해서 그런 것 같아요.

브륄레 깨먹는 재미가 있어요. 개인적으론 딸기가 조금 더 맛있었던 것 같긴 합니다.","한남동의 원두 편집샵, gml은 세심한 디테일로 감각적인 커피 경험을 선사하는 공간! 다양하고 독특한 원두와 디저트가 돋보이는 커피 맛집.",#원두편집샵 #커피맛집 #다양한메뉴 #디저트 #세심함 #디테일 ,"1. 원두 편집샵이라는 독특한 컨셉으로, 다양한 퀄리티 있는 커피를 맛볼 수 있습니다.",2. 우드와 실버의 깔끔하고 세련된 인테리어는 한남동과 잘 어울립니다.,"3. 한남의 편집샵에서 쇼핑을 하고, 커피도 원두 편집샵에서 드셔보시는 경험을 해보세요.",한강진역
도탑다,https://naver.me/50eX91eX,서울특별시 중구 을지로3가 291-42 3층,서울특별시 중구 충무로 52-2 3층,1269929010,375658553,"을지로 들린 김에, 가보고 싶었던 도탑다에 다녀왔습니다. 요즘 특히나 일본 레트로풍의 인기가 엄청난데, 여긴 찐이군요.

오랜 시간 하나하나 애정을 담아 모아둔 소품들로 가득찬 이곳은, 을지로의 일본입니다. 아늑하고 따뜻한 느낌이 드는 곳이에요.

자료화면으로만 보던 아이맥도 있고, 각종 포스터, 옛날 잡지들, 긱시크룩을 완성시켜줄 안경들도 있어요. 다양한 스팟에서 사진 찍기에도 참 좋습니다. 을지로 오시면 추천드려요.
","을지로에서 만나는 진짜 일본 레트로풍, 도탑다! 애정 담긴 소품들과 아늑한 분위기가 가득한 사진 명소. 일본 감성을 제대로 느낄 수 있는 특별한 공간.",#을지로 #일본 #레트로 #감성사진 #아늑한공간,1. 일본 레트로풍에 진심인 힙한 카페입니다.,2. 카페이자 편집샵으로 여러 소품들을 판매하고 있어요.,3. 따뜻하고 아기자기한 일본 감성을 느껴보세요.,을지로3가역
리키커피숍,https://naver.me/FZWdLAbE,서울특별시 강서구 공항동 41-78,서울특별시 강서구 공항대로8길 41,1268123910,375592015,"공항동까지 찾아가게 만드는 마성의 카페, 리키커피숍입니다. 사실 위치가 멀긴 한데, 이렇게 멀리 있는 곳들 찾아가는 재미도 있다고 생각해요.

카페라는 새로운 공간에서 하는 독특한 경험들이 작은 여행이라고 생각하는 입장에서는, 오히려 공항동이라니, 더 여행가는 느낌이 들어요. 물론 이렇게 좋아야지 또 찾아가는 거겠지만요.

통창으로 비치는 푸릇한 광경이, 특히나 여름에 방문해보시는 거 추천드리고요. 비 오는 날 한층 차분해진 감성도 정말 좋더러구요.

#배부른샌드위치

이름값하는 푸짐한 샌드위치입니다. 바게트는 쫄깃좔깃한 바게트인데 고소해서 맛있고, 향긋쌉쌀한 루꼴라 듬뿍 들어 건강한 느낌입니다.

부드러운 햄이랑, 저는 치폴레 소스로 했는데 향신료맛 은근하게 계속 나서 취저였어요. 약간 고수스러운 향신료맛인데 고수 못 먹는 저도 먹을 수 있는 정도고, 고수는 아니고 쯔란입니다.

그래서인지 인도카레? 고런 느낌도 나요. 바나나도 같이 주시는데, 아주 달달하게 잘 익은 바나나예요. 바나나맛집,,,,","공항동의 독특한 카페. 멀지만 가고 싶은 마성의 장소, 푸릇한 통창 뷰가 매력적이고, 레트로틱하면서 힙한 공간! 푸짐한 배부른 샌드위치와 함께 즐기는 특별한 카페 경험!",#레트로 #힙함 #독특함 #통창뷰 #유머 #초록식물,1. 레트로한 외관과 무심한 듯 자유분방한 내부는 힙한 느낌을 줍니다.,2. 유머러스하면서 친근한 사장님과 대화를 나눠보세요.,3. 통창으로 보이는 초록뷰가 시원합니다.,송정역
벌새,https://naver.me/5QuPQfKc,"서울특별시 종로구 신문로1가 238 신문로빌딩 지하 1층 22,23호","서울특별시 종로구 새문안로3길 12 신문로빌딩 지하 1층 22,23호",1269730720,375713333,"여기를 드디어 왔군요. 정말 좋다고 얘기를 많이 들어 참 궁금했던 곳인데, 진짜 감각적이면서도 힙한 공간이군요.

레트로한 분위기가 광화문이라는 장소와도 잘 어울리는 것 같구요. 커피도 원두가 정말 다양하게 준비되어있습니다.

저는 콜롬비아 라 망가 치로소 워시드 마셨는데, 워시드의 깔끔하면서도 토마토스러운 시원함, 블루베리나 체리 등의 산뜻함이 있어 여름에 딱이었어요.

앉아서 커피 한잔 딱 마시고 있으면 힐링되는 곳입니다.",광화문에서 만나는 감각적이고 힙한 레트로 분위기의 카페. 다양한 원두와 커피 메뉴가 준비되어 힐링하는 공간!,#힙함 #레트로 #감각적 #힐링,1. 어둑하면서 레트로틱해서 무게감 있으면서도 힙한 느낌을 줍니다.,"2. 음반이 정말 많은데, 한켠에서 틀어주시는 음반으로 음악도 감상할 수 있습니다.",3. 다양한 원두가 준비되어있어 맛있는 커피를 맛보실 수 있어요.,광화문역
위커파크 이스트,https://naver.me/F9zsgrHW,서울특별시 송파구 송파동 58-1 잠실대우레이크월드,서울특별시 송파구 석촌호수로 298 잠실대우레이크월드,1271082206,375115928,"위커파크 웨스트는 널찍하고 개방적인 분위기였다면, 이스트는 아담하지만 옹골차게 감성 넘치는(?) 곳이군요.

저녁 분위기가 특히 좋았고, 커피도 참 맛있더라구요. 노트북 하나 들고 오셔서 작업하기에도 딱입니다. 배우 장희령님도 다녀가셨다는데, 저 테라스 자리가 확실히 참 이뻐요.

뉴욕 가면 이렇게 테라스 + 길쭉하고 좁은 카페가 많은데, 그래서인지 뉴욕 느낌도 나요. 멋진 공간입니다.","위커파크 이스트는 아담하고 감성 넘치는 공간으로, 저녁 분위기가 특히 좋습니다. 커피 맛도 훌륭하고, 작업하기 좋은 테라스 자리에서 뉴욕 느낌을 즐길 수 있는 멋진 카페!",#감성카페 #뉴욕느낌 #저녁카페 #테라스자리 #초록식물,1. 매장 앞 식물들이 많아 초록뷰가 싱그러운 느낌을 줘요.,2. 매장 앞 외부 좌석은 뉴욕이 떠오르게 하는 이국적인 분위기예요.,3. 음반과 턴테이블이 있어 음악 감상도 할 수 있는 곳입니다.,송파나루역
시노라 서촌,https://naver.me/xAtXq7q3,서울특별시 종로구 청운동 72 카페 시노라 서촌점,서울특별시 종로구 자하문로 116 카페 시노라 서촌점,1269701685,375861550,"특히 저녁에 가면, 한층 짙어진 농도의 감각적인 분위기에 압도되는 공간입니다. 여기는 시노라 서촌점인데, 북촌점도 궁금해져요.

이국적인 분위기라 유니크하면서도 약간의 레트로함으로 친숙함도 느껴져요. 특히 대표메뉴인 #프렌치토스트 는, 겉은 까삭달달한 브륄레 코팅에, 속은 촉촉하면서도 빵이 도톰해서 부드러운 빵맛이 포만감을 줍니다.

축축한 프토보다는 밀도가 있어서, 옛날 허니브레드 같은 느낌입니다. 함께 주신 크림이 정말 맛있는 걸 보니, 여기 크림 라떼도 잘 하실 것 같아요. 깔끔하고 보드라운 크림입니다. 제철과일과 함께 먹으면, 극락입니다.",저녁에 더욱 감각적인 분위기가 돋보이는 이국적이면서도 레트로한 친숙함을 느낄 수 있는 공간입니다. 대표 메뉴인 프렌치토스트는 까삭한 브륄레 코팅과 제철과일이 조화로운 맛을 자랑!,#저녁카페 #아늑함 #감각적 #레트로 #디저트 #이국적인분위기,1. 저녁에 가면 짙어진 농도의 감각적인 분위기에 압도되는 공간이에요.,2. 이국적인 분위기라 유니크하면서도 약간의 레트로함으로 친숙함도 느껴져요.,3. 시그니처 프렌치 토스트는 제철 과일과 함께 나오는데 달달하며 맛있습니다.,*경복궁역
헤비로테이트,https://naver.me/xxR41bty,서울특별시 영등포구 도림동 241-16,서울특별시 영등포구 도신로19길 22,1268996738,375081924,"원래 작업실로 썼던 공간을 카페로 만드신 것 같은데, 그래서인지 정말 감각적이면서도 유니크한 감성의 공간이더라구요.

화장실 벽면에 붙은 이곳에 대한 설명서(?)를 읽으며, 옛것에 대한 사랑이 묻어난 공간이라는 걸 알 수 있었어요.

밤에 방문하기에도 딱이고, 요즘 같은 열대야에 밤 산책 나오기도 딱인 것 같아요. 라떼도 우유가 되게 꼬소하니 맛있더라구요.
","작업실이었던 공간을 카페로 바꿔 감각적이면서 유니크한 감성을 자랑합니다. 옛것에 대한 애정을 엿볼 수 있으며, 밤에 방문하기 좋은 분위기입니다. 특히 여름 밤 산책 후 들르기에 딱!",#저녁카페 #아늑함 #유니크 #밤산책 #따뜻함,"1. 원래 작업실로 썼던 이 공간은, 유니크하면서 감각적입니다.",2. 사장님의 옛것에 대한 사랑이 담긴 공간이에요.,3. 이국적이면서 자유분방한 분위기가 밤에 오기도 좋습니다.,신도림역
이미커피,https://naver.me/5Q4Ai4TU,서울특별시 마포구 동교동 201-10 1층,서울특별시 마포구 동교로25길 7 1층,1269219163,375574767,"#행복

미당농원의 말랑하고 당도높은 복숭아를 사용한 이미커피의 대표메뉴로, 복숭아가 최애 과일인 저의 최애 복숭아 디저트입니다.

와인절임 글라사주가 발린 미당농원 복숭아는 향긋 달달하고, 안에 채워진 마스카포네는 적당히 달달 꾸덕해서 시원한 크림치즈맛이에요.

복숭아향이 나는 차를 우린 제누아즈가 더해져 더 향긋하고 고급짐을 더하고, 천도복숭아 아몬드 크림을 채운 타르트쉘은 바삭하고 버터 풍미가 진해요. 천도복숭아 와인절임도 간간히 씹힙니다.

그릇에 바른 백도 크림은 진짜 백도를 갈은 자연스런 복숭아 맛에, 천도 잼은 상콤달콤해요.

#무화과주주베

흑당 다쿠아즈에 다크초코 크림 + 무화과인데, 사실 다크초코맛이 진해 다른 맛은 보조역할이에요. 무화과가 다크초코에 묻힐 법한데 절인 무화과도 있어서 그런지 무화과 존재감이 묻히진 않아요.

저는 개인적으로 절인 무화과는 넘 달아서 생무화과파인데, 여긴 다크초코크림이라 그런지 절인 무화과도 잘 어울립니다.

다크초코 크림에 건대추도 들어간 대추 초코크림인데, 사실 대추맛은 잘 나지는 않아요. 그래도 다크초코를 좋아하시는 분들은 아주 사랑하실 맛입니다.",맛있는 커피와 디저트의 페어링 경험을 선물하는 곳! ,#디저트페어링 #아늑함 #조용함 #경험 #고급디저트,1. 커피와 디저트를 페어링하여 맛볼 수 있는 경험을 선물하는 공간이에요.,2. 조용하면서 차분한 공간입니다.,3. 시즌에 따라 달라지는 디저트를 맛보는 기회를 놓치지 마세요.,홍대입구역
벌스가든,https://naver.me/GDNH6dlg,서울특별시 마포구 연남동 246-22 벌스가든,서울특별시 마포구 성미산로23길 44 벌스가든,1269205854,375652903,"맨날 오는 연남동에서 항상 가는 데, 아는 데 말고 오늘은 발이 닿는 대로 가보려고 하다가 오게 된 곳이에요.

엘에이에서 가보고 싶던 카페랑 이름이 비슷해서 오게 됐는데, 안에 이런 공간이 펼쳐져있을 줄 몰랐네요.

연남동에서 갑자기 동남아로 이동할 수 있는 곳입니다. 진짜 요즘 날도 동남아 같은데 여기 오시면 휴양하실 수 있습니다. 티톡스 티를 마셨는데 너무 상콤하고 시원해요.

레몬, 레몬그라스, 히비스커스 조합이라 리프레쉬되는 맛입니다. 날씨는 이미 동남아겠다, 동남아 호텔에 딸려있는 카페나 라운지에 온 것 같은 이곳으로 휴양오시는 거 추천드려요.",연남동에서 동남아로 순간 이동한 듯한 이색적인 공간! 휴양지 카페 분위기를 만끽할 수 있는 특별한 장소입니다. 동남아 호텔 라운지 감성을 느끼고 싶다면 이곳을 추천합니다.,#동남아감성 #티톡스 #휴양지 #카페추천 #상큼한음료,1. 동남아 휴양지의 분위기를 닮은 곳이에요.,2. 곳곳이 식물들로 가득 찬 공간입니다.,"3. 음료들도 동남아의 시원한 음료들을 닮았고, 디저트도 다양합니다.",가좌역
수수,https://naver.me/5ITkgikq,서울특별시 종로구 권농동 185-13,서울특별시 종로구 서순라길 97,1269918741,375745832,"서순라길에서 평온한 시간을 보내기 좋은 이곳은, 여름에도 참 어울리는 싱그러운 곳이에요. 작가의 작업실에 온 것처럼 산뜻하고 청순한(?) 느낌입니다.

추천해주신 #수수오레 는 따뜻한 라떼에 위에 차가운 거품이 부드럽게 들어오는 라떼라 신기했고, #말차팥다쿠아즈 는 말차맛이 진하고 팥도 짙은 팥맛이라 향긋달달해서 좋았어요. 얼린 다쿠아즈를 내어주셔서 더 시원하고 맛있습니다.","서순라길의 평온한 카페, 작가의 작업실 같은 싱그러운 공간! 따뜻한 라떼와 차가운 거품의 조화가 신기한 수수오레와 진한 말차와 짙은 팥맛이 어우러진 말차팥다쿠아즈가 추천 메뉴!",#평온함 #작업실분위기 #차분함 #아늑함 ,1. 이름처럼 수수한 아름다움이 있는 차분한 공간이에요.,2. 카페 겸 가죽 공방이라 직접 만드신 소품도 판매하십니다.,3. 아담하지만 편안한 휴식을 하다갈 수 있는 곳이에요.,종로3가역
렁,https://naver.me/GLSUNicM,서울특별시 영등포구 문래동1가 37-13 1층 st3713,서울특별시 영등포구 경인로 748 1층 st3713,1268970059,375126365,"처음 봤을 때부터 너무 와보고 싶었는데, 드디어 와봤어요. 힙한 문래 창작촌에서도 가장 힙한 것 같은 이곳은, 역시나 디자인 스튜디오에서 운영하는 곳이라고 해요.

‘렁’이라는 이름은 프랑스어로 ‘천천히’라고 하는데, 이름처럼 이곳에선 직접 손으로 천천히 내리는 핸드 프레소를 맛볼 수 있습니다.

공간도 이름처럼 여유롭고 평화로운 분위기더라구요. 날이 좋은 날은 밖의 의자에 걸터앉아 커피 한잔 하기에도 좋고, 자유로운 작업환경이라 프리랜서분들이나 창작 작업하시는 분들께도 영감이 되는 공간일 것 같아요.","문래 창작촌의 힙한 공간! 프랑스어로 '천천히'를 뜻하는 이름처럼, 여유롭고 평화로운 분위기가 돋보이는 곳. 직접 손으로 내리는 핸드 프레소와 함께 창작과 영감을 느낄 수 있는 공간으로, 날 좋은 날 야외에서 즐기기에도 제격입니다.",#여유 #창작촌 #힙함 #트렌디 #자유로움,"1. '렁'이라는 이름은 프랑스어로 '천천히'라는 의미인데, 바쁜 현대 사회에 쉬어가는 공간으로 방문해보세요.",2. 힙하고 자유분방한 외관과 내부가 문래 창작촌이라는 곳에 잘 어울립니다.,3. 직접 손으로 핸드프레소를 내리시는 모습을 놓치지 마세요.,문래역
북덕방,https://naver.me/xect01zn,서울특별시 관악구 봉천동 1620-35 2층 201호,서울특별시 관악구 봉천로 544-1 2층 201호,1269581220,374782263,"오늘처럼 책과 함께할 수 있는 안식처가 필요한 날, 추천드리는 낙성대에 위치한 북덕방이에요. 작업하기에도 너무 좋고, 커피도 맛있어요.

오리가 그려져있는 컵이 참 귀엽더라구요. 차분하고 독서에 최적인 분위기에서, 커피 마시면서 휴식하러 가보시길 추천드립니다.","책과 함께 안식이 필요한 날에 딱 맞는 낙성대의 북덕방은 차분한 분위기에서 독서와 작업을 즐길 수 있는 곳! 커피도 맛있고, 귀여운 오리 컵도 눈길을 사로잡아요.",#차분함 #책 #독서 #조용함 #작업,"1. '북덕방'이라는 이름답게, 차분하게 독서하실 수 있는 안식처 같은 공간입니다.",2. 저녁에 어둑해진 분위기도 느껴보세요.,3. 귀여운 오리가 그려진 컵이 포인트입니다.,낙성대역
머큐리에스프레소바,https://naver.me/GDNlvYpU,서울특별시 용산구 한강로3가 40-479 102호,서울특별시 용산구 한강대로11길 30 102호,1269622249,375257160,"용산의 이탈리아예요. 외부 자리가 특히 정말 힙하죠. 여기에서 에스프레소 한잔 마시면 용산 힙스터 인증입니다.

#크림치즈토스트

바삭한 토스트 위 잘 펴 발린 꾸덕하고 깔끔한 크림치즈에, 산딸기와 함께 먹으면 상콤해서 에스프레소와 조화가 아주 좋아요. 비주얼도 참 이쁩니다.

#체리샤베트

상콤시원한 샤베트가 땡기는 여름에 최고인 메뉴예요. 양도 엄청 많아서 좋더라구요. 에스프레소를 잘 못 드시는 분들은 샤베트 추천드리구요.

#비튼에스프레소

달고나 크림이 올라간 짙은 에스프레소 메뉴예요. 카페인 채워지는 게 바로 느껴지는 진한 에쏘 메뉴에, 크림이 많이 올라갔는데도 정말 부드럽고 깔끔한 크림이에요.

#시나모닐라

시나몬이 뿌려져 산뜻하고 고급지게 깔끔한 에스프레소입니다. 전체적으로 에스프레소가 진하고 묵직한 게, 커피 애호가들이 정말 좋아할 것 같아요.","용산의 이탈리아, 외부 자리가 정말 힙한 곳이에요. 에스프레소 한 잔으로 용산 힙스터 인증 완료!",#에스프레소바 #외부자리 #힙함 #이국적,1. 용산의 이탈리아라 불리는 에스프레소바입니다.,2. 외부 자리는 햇살이 들면 특히 이국적이에요.,3. 독특한 비주얼과 맛의 에스프레소를 맛보세요.,용산역
장마가시작될때,https://naver.me/xXE0jUVs,서울특별시 용산구 이태원동 212-21 지하1층,서울특별시 용산구 회나무로28길 6-3 지하1층,1269916529,375392935,"장마 때 꼭 올리고 싶었던 곳인데, 드디어 가게 됐네요. 진짜 비 올 때 가면 더 감성있고 좋을 것 같아요. 이날도 약간 흐리고 조금 비가 내리긴 했는데, 물론 사진이나 영상은 그래도 맑은 날 찍기 편합니다. 커피와 함께 자두를 내어주시는 게 인상적이었어요.",이름부터 '장마가 시작될 때'! 비 오는 날의 감성이 더 매력적인 곳!,#비오는날 #커피와자두 #감성카페 #장마카페,1. 이름처럼 장마에 방문하면 최고인 여름 비 오는 날을 닮은 공간이에요.,"2. 독서모임이 열리기도 하는, 독서를 할 수 있는 공간입니다.",3. 우드톤의 차분한 공간이에요. ,*녹사평역